row.names,rdays,Ta.c,W.c,GR.c,HC.c,Ta.f,W.f,GR.f,HC.f,Ta.VEKS.o,ds.jdate,ds.hh,ds.dow,ds.tod,ds.diy,ds.wiy,jdate,hh
566,23.5416666666661,21.6,4.9,633,265.7,21.6,4.9,633,265.7,22.1,12988,15,1,1,205,30,12988,14
567,23.5833333333321,20.7,4.5,332,288,20.7,4.5,332,288,20.7,12988,16,1,1,205,30,12988,15
568,23.625,17.9,1.8,314,281.1,17.9,1.8,314,281.1,22.1,12988,17,1,1,205,30,12988,16
569,23.6666666666661,20,3.4,387,284.7,20,3.4,387,284.7,22.1,12988,18,1,1,205,30,12988,17
570,23.7083333333321,20,4,311,282.7,20,4,311,282.7,21.6,12988,19,1,1,205,30,12988,18
571,23.75,18.9,3.5,139,276.1,18.9,3.5,139,276.1,20.5,12988,20,1,1,205,30,12988,19
572,23.7916666666661,17.6,2.8,45,272,17.6,2.8,45,272,19.6,12988,21,1,1,205,30,12988,20
573,23.8333333333321,16.6,2.3,5,289,16.6,2.3,5,289,18.2,12988,22,1,1,205,30,12988,21
574,23.875,14.8,1.8,-4,282.1,14.8,1.8,-4,282.1,17.4,12988,23,1,1,205,30,12988,22
575,23.9166666666661,13.5,1.7,-3,264.5,13.5,1.7,-3,264.5,16.5,12989,0,2,1,206,30,12988,23
576,23.9583333333321,13.3,1.3,-2,263.8,13.3,1.3,-2,263.8,15.1,12989,1,2,1,206,30,12989,0
577,24,12.6,1.2,-3,279.3,12.6,1.2,-3,279.3,14.9,12989,2,2,1,206,30,12989,1
578,24.0416666666661,12.2,1.1,-1,281.7,12.2,1.1,-1,281.7,14.6,12989,3,2,1,206,30,12989,2
579,24.0833333333321,12,2.1,-3,289.8,12,2.1,-3,289.8,14.6,12989,4,2,1,206,30,12989,3
580,24.125,12.1,2.1,-1,331.4,12.1,2.1,-1,331.4,14.9,12989,5,2,1,206,30,12989,4
581,24.1666666666661,12.5,3,15,358.2,12.5,3,15,358.2,16,12989,6,2,1,206,30,12989,5
582,24.2083333333321,13,3,90,337.1,13,3,90,337.1,17.1,12989,7,2,1,206,30,12989,6
583,24.25,13.8,3.9,170,340.4,13.8,3.9,170,340.4,17.7,12989,8,2,1,206,30,12989,7
584,24.2916666666661,14.8,4.1,321,329.3,14.8,4.1,321,329.3,18.5,12989,9,2,1,206,30,12989,8
585,24.3333333333321,15.2,3.8,353,326.4,15.2,3.8,353,326.4,19.1,12989,10,2,1,206,30,12989,9
586,24.375,15.9,3.8,388,320.6,15.9,3.8,388,320.6,19.6,12989,11,2,1,206,30,12989,10
587,24.4166666666661,16.2,3.6,402,304,16.2,3.6,402,304,19.9,12989,12,2,1,206,30,12989,11
588,24.4583333333321,16.8,3.4,492,289.2,16.8,3.4,492,289.2,21,12989,13,2,1,206,30,12989,12
589,24.5,17.7,2.9,610,276.3,17.7,2.9,610,276.3,21.3,12989,14,2,1,206,30,12989,13
590,24.5416666666661,18.4,2.9,570,272.1,18.4,2.9,570,272.1,22.4,12989,15,2,1,206,30,12989,14
591,24.5833333333321,19.3,3.3,712,271,19.3,3.3,712,271,23,12989,16,2,1,206,30,12989,15
592,24.625,19.7,3.1,629,271.5,19.7,3.1,629,271.5,23,12989,17,2,1,206,30,12989,16
593,24.6666666666661,19.8,2.5,488,293.5,19.8,2.5,488,293.5,22.7,12989,18,2,1,206,30,12989,17
594,24.7083333333321,19.7,2.2,335,282.8,19.7,2.2,335,282.8,22.1,12989,19,2,1,206,30,12989,18
595,24.75,19.6,1.5,183,277.8,19.6,1.5,183,277.8,21.3,12989,20,2,1,206,30,12989,19
596,24.7916666666661,18.8,1,64,277.3,18.8,1,64,277.3,18.8,12989,21,2,1,206,30,12989,20
597,24.8333333333321,16.4,1.1,2,287.9,16.4,1.1,2,287.9,16.3,12989,22,2,1,206,30,12989,21
598,24.875,13.8,0.6,-5,272.5,13.8,0.6,-5,272.5,15.4,12989,23,2,1,206,30,12989,22
599,24.9166666666661,12,0.6,-4,265.7,12,0.6,-4,265.7,14.3,12990,0,3,1,207,30,12989,23
600,24.9583333333321,11.4,0.5,-3,269.9,11.4,0.5,-3,269.9,13.2,12990,1,3,1,207,30,12990,0
601,25,10.4,0.3,-3,271.8,10.4,0.3,-3,271.8,12.6,12990,2,3,1,207,30,12990,1
602,25.0416666666661,10,0.4,-2,275.9,10,0.4,-2,275.9,12.4,12990,3,3,1,207,30,12990,2
603,25.0833333333321,9.6,0.3,-2,287.1,9.6,0.3,-2,287.1,11.2,12990,4,3,1,207,30,12990,3
604,25.125,9.5,0.4,-1,321.2,9.5,0.4,-1,321.2,12.4,12990,5,3,1,207,30,12990,4
605,25.1666666666661,9.7,0.4,24,338.6,9.7,0.4,24,338.6,15.1,12990,6,3,1,207,30,12990,5
606,25.2083333333321,11.5,0.4,98,311.3,11.5,0.4,98,311.3,18.5,12990,7,3,1,207,30,12990,6
607,25.25,14.9,0.6,226,294.2,14.9,0.6,226,294.2,20.5,12990,8,3,1,207,30,12990,7
608,25.2916666666661,18,1.2,399,291,18,1.2,399,291,22.1,12990,9,3,1,207,30,12990,8
609,25.3333333333321,20.1,1.3,514,291.1,20.1,1.3,514,291.1,23,12990,10,3,1,207,30,12990,9
610,25.375,21.4,1.9,642,285.2,21.4,1.9,642,285.2,23.8,12990,11,3,1,207,30,12990,10
611,25.4166666666661,21.8,2.4,739,260.1,21.8,2.4,739,260.1,24.4,12990,12,3,1,207,30,12990,11
612,25.4583333333321,22.4,2.7,796,NA,22.4,2.7,796,261.092265322277,24.9,12990,13,3,1,207,30,12990,12
613,25.5,22.8,2.9,812,239.3,22.8,2.9,812,239.3,25.2,12990,14,3,1,207,30,12990,13
614,25.5416666666661,22.9,3.5,780,264.1,22.9,3.5,780,264.1,24.4,12990,15,3,1,207,30,12990,14
615,25.5833333333321,22.2,3.8,686,263.5,22.2,3.8,686,263.5,23.8,12990,16,3,1,207,30,12990,15
616,25.625,21.7,3.5,605,NA,21.7,3.5,605,273.489331532501,23.3,12990,17,3,1,207,30,12990,16
617,25.6666666666661,21.4,3.5,466,NA,21.4,3.5,466,280.616873484782,22.7,12990,18,3,1,207,30,12990,17
618,25.7083333333321,20.8,3.8,296,280.7,20.8,3.8,296,280.7,21.6,12990,19,3,1,207,30,12990,18
619,25.75,19.9,3.5,156,284,19.9,3.5,156,284,20.5,12990,20,3,1,207,30,12990,19
620,25.7916666666661,18.8,2.7,63,270.6,18.8,2.7,63,270.6,18.8,12990,21,3,1,207,30,12990,20
621,25.8333333333321,17.2,1.7,3,270,17.2,1.7,3,270,17.9,12990,22,3,1,207,30,12990,21
622,25.875,16.5,1.4,-3,266.6,16.5,1.4,-3,266.6,17.1,12990,23,3,1,207,30,12990,22
623,25.9166666666661,16.4,1.6,-3,245.8,16.4,1.6,-3,245.8,17.1,12991,0,4,1,208,30,12990,23
624,25.9583333333321,15.7,1.4,-3,236.3,15.7,1.4,-3,236.3,16.5,12991,1,4,1,208,30,12991,0
625,26,15.4,1.4,-3,239.9,15.4,1.4,-3,239.9,15.1,12991,2,4,1,208,30,12991,1
626,26.0416666666661,14.7,1.3,-3,238.3,14.7,1.3,-3,238.3,15.7,12991,3,4,1,208,30,12991,2
627,26.0833333333321,14.6,1.6,-2,247.9,14.6,1.6,-2,247.9,17.4,12991,4,4,1,208,30,12991,3
628,26.125,15,2.1,-2,262.4,15,2.1,-2,262.4,17.9,12991,5,4,1,208,30,12991,4
629,26.1666666666661,15.3,2.2,21,286.1,15.3,2.2,21,286.1,18.8,12991,6,4,1,208,30,12991,5
630,26.2083333333321,16.3,2.5,102,289.2,16.3,2.5,102,289.2,19.9,12991,7,4,1,208,30,12991,6
631,26.25,17.7,4,230,290.9,17.7,4,230,290.9,20.7,12991,8,4,1,208,30,12991,7
632,26.2916666666661,18.4,4.9,388,287.5,18.4,4.9,388,287.5,21.3,12991,9,4,1,208,30,12991,8
633,26.3333333333321,19.1,5.2,534,284,19.1,5.2,534,284,21.6,12991,10,4,1,208,30,12991,9
634,26.375,19.8,5,662,280.8,19.8,5,662,280.8,22.1,12991,11,4,1,208,30,12991,10
635,26.4166666666661,20,5.2,760,281.9,20,5.2,760,281.9,22.4,12991,12,4,1,208,30,12991,11
636,26.4583333333321,20.3,5,816,276.7,20.3,5,816,276.7,23,12991,13,4,1,208,30,12991,12
637,26.5,21,4.8,834,263.2,21,4.8,834,263.2,23.8,12991,14,4,1,208,30,12991,13
638,26.5416666666661,21.9,5.1,802,262.5,21.9,5.1,802,262.5,23.8,12991,15,4,1,208,30,12991,14
639,26.5833333333321,22.4,4.7,731,261.9,22.4,4.7,731,261.9,23.5,12991,16,4,1,208,30,12991,15
640,26.625,21.8,5,624,269,21.8,5,624,269,23,12991,17,4,1,208,30,12991,16
641,26.6666666666661,21.3,4.9,495,277.3,21.3,4.9,495,277.3,22.1,12991,18,4,1,208,30,12991,17
642,26.7083333333321,20.6,4.8,342,277.3,20.6,4.8,342,277.3,21.6,12991,19,4,1,208,30,12991,18
643,26.75,19.9,4.1,186,277.6,19.9,4.1,186,277.6,20.5,12991,20,4,1,208,30,12991,19
644,26.7916666666661,18.8,3.1,62,270.7,18.8,3.1,62,270.7,18.5,12991,21,4,1,208,30,12991,20
645,26.8333333333321,17.3,2.2,2,274.7,17.3,2.2,2,274.7,17.4,12991,22,4,1,208,30,12991,21
646,26.875,16.5,1.9,-3,267.7,16.5,1.9,-3,267.7,17.4,12991,23,4,1,208,30,12991,22
647,26.9166666666661,15.8,1.6,-3,251.6,15.8,1.6,-3,251.6,17.4,12992,0,5,1,209,30,12991,23
648,26.9583333333321,15.7,1.6,-2,238.8,15.7,1.6,-2,238.8,17.1,12992,1,5,1,209,30,12992,0
649,27,15.6,1.7,-2,239.3,15.6,1.7,-2,239.3,17.1,12992,2,5,1,209,30,12992,1
650,27.0416666666661,16,2.1,-2,236.3,16,2.1,-2,236.3,17.7,12992,3,5,1,209,30,12992,2
651,27.0833333333321,16.6,2.6,-2,238.7,16.6,2.6,-2,238.7,17.7,12992,4,5,1,209,30,12992,3
652,27.125,16.7,2.5,-1,259.8,16.7,2.5,-1,259.8,17.9,12992,5,5,1,209,30,12992,4
653,27.1666666666661,16.8,2.4,15,274.9,16.8,2.4,15,274.9,18.8,12992,6,5,1,209,30,12992,5
654,27.2083333333321,17.3,2.5,85,273.1,17.3,2.5,85,273.1,20.5,12992,7,5,1,209,30,12992,6
655,27.25,18.6,2.8,205,285.9,18.6,2.8,205,285.9,22.1,12992,8,5,1,209,30,12992,7
656,27.2916666666661,20.8,3.4,361,286.5,20.8,3.4,361,286.5,23.3,12992,9,5,1,209,30,12992,8
657,27.3333333333321,22.3,3.9,471,287.2,22.3,3.9,471,287.2,23.8,12992,10,5,1,209,30,12992,9
658,27.375,22.4,4.2,481,286.8,22.4,4.2,481,286.8,24.9,12992,11,5,1,209,30,12992,10
659,27.4166666666661,23.5,4.2,709,277.7,23.5,4.2,709,277.7,25.2,12992,12,5,1,209,30,12992,11
660,27.4583333333321,24.4,4.4,762,271.4,24.4,4.4,762,271.4,25.2,12992,13,5,1,209,30,12992,12
661,27.5,24.5,3.9,748,258.6,24.5,3.9,748,258.6,25.2,12992,14,5,1,209,30,12992,13
662,27.5416666666661,24.1,4.2,747,261.6,24.1,4.2,747,261.6,25.2,12992,15,5,1,209,30,12992,14
663,27.5833333333321,24.5,4.2,673,262.4,24.5,4.2,673,262.4,25.5,12992,16,5,1,209,30,12992,15
664,27.625,24.5,4.4,572,258.5,24.5,4.4,572,258.5,25.2,12992,17,5,1,209,30,12992,16
665,27.6666666666661,24.2,3.8,441,267,24.2,3.8,441,267,24.4,12992,18,5,1,209,30,12992,17
666,27.7083333333321,23.5,3,299,264.1,23.5,3,299,264.1,23.5,12992,19,5,1,209,30,12992,18
667,27.75,22.3,3,157,256.7,22.3,3,157,256.7,21.9,12992,20,5,1,209,30,12992,19
668,27.7916666666661,21.2,2.1,45,256.5,21.2,2.1,45,256.5,19.6,12992,21,5,1,209,30,12992,20
669,27.8333333333321,18.9,1.4,1,256.8,18.9,1.4,1,256.8,17.7,12992,22,5,1,209,30,12992,21
670,27.875,17.9,1.2,-3,241.6,17.9,1.2,-3,241.6,17.9,12992,23,5,1,209,30,12992,22
671,27.9166666666661,17.1,0.9,-3,236.2,17.1,0.9,-3,236.2,16.5,12993,0,6,2,210,30,12992,23
672,27.9583333333321,16.6,1.1,-3,231.9,16.6,1.1,-3,231.9,15.7,12993,1,6,2,210,30,12993,0
673,28,15.8,1.1,-3,232.3,15.8,1.1,-3,232.3,14.9,12993,2,6,2,210,30,12993,1
674,28.0416666666661,14.9,0.9,-3,230,14.9,0.9,-3,230,14.9,12993,3,6,2,210,30,12993,2
675,28.0833333333321,14.3,0.9,-3,235,14.3,0.9,-3,235,14.6,12993,4,6,2,210,30,12993,3
676,28.125,13.1,0.7,-2,254.7,13.1,0.7,-2,254.7,15.1,12993,5,6,2,210,30,12993,4
677,28.1666666666661,13.6,1,20,244.4,13.6,1,20,244.4,16.3,12993,6,6,2,210,30,12993,5
678,28.2083333333321,15.2,0.8,111,251,15.2,0.8,111,251,18.8,12993,7,6,2,210,30,12993,6
679,28.25,17.3,1.3,236,263.9,17.3,1.3,236,263.9,21.6,12993,8,6,2,210,30,12993,7
680,28.2916666666661,19.8,1.2,377,283.9,19.8,1.2,377,283.9,23.5,12993,9,6,2,210,30,12993,8
681,28.3333333333321,21.9,1.4,505,296.5,21.9,1.4,505,296.5,24.9,12993,10,6,2,210,30,12993,9
682,28.375,23.7,1.3,653,284.7,23.7,1.3,653,284.7,26.1,12993,11,6,2,210,30,12993,10
683,28.4166666666661,24.9,1.8,733,283.6,24.9,1.8,733,283.6,26.3,12993,12,6,2,210,30,12993,11
684,28.4583333333321,25,2.5,776,273,25,2.5,776,273,26.9,12993,13,6,2,210,30,12993,12
685,28.5,25.7,2.5,815,257.9,25.7,2.5,815,257.9,27.7,12993,14,6,2,210,30,12993,13
686,28.5416666666661,26,2.5,769,253,26,2.5,769,253,27.7,12993,15,6,2,210,30,12993,14
687,28.5833333333321,26.3,2.5,634,248.4,26.3,2.5,634,248.4,27.5,12993,16,6,2,210,30,12993,15
688,28.625,26.6,2,573,258,26.6,2,573,258,26.6,12993,17,6,2,210,30,12993,16
689,28.6666666666661,25.8,2.1,330,264.3,25.8,2.1,330,264.3,25.8,12993,18,6,2,210,30,12993,17
690,28.7083333333321,24.2,1.9,286,264.6,24.2,1.9,286,264.6,24.9,12993,19,6,2,210,30,12993,18
691,28.75,23.2,1.9,203,252,23.2,1.9,203,252,23.3,12993,20,6,2,210,30,12993,19
692,28.7916666666661,21.5,1.5,67,245.9,21.5,1.5,67,245.9,20.5,12993,21,6,2,210,30,12993,20
693,28.8333333333321,19.1,0.9,2,243.2,19.1,0.9,2,243.2,18.5,12993,22,6,2,210,30,12993,21
694,28.875,17.9,1.2,-3,243.7,17.9,1.2,-3,243.7,17.1,12993,23,6,2,210,30,12993,22
695,28.9166666666661,16.9,1.1,-2,229.8,16.9,1.1,-2,229.8,16,12994,0,7,3,211,30,12993,23
696,28.9583333333321,16.4,0.8,-2,226.2,16.4,0.8,-2,226.2,15.4,12994,1,7,3,211,30,12994,0
697,29,15.9,0.8,-2,228.6,15.9,0.8,-2,228.6,14.9,12994,2,7,3,211,30,12994,1
698,29.0416666666661,15.1,0.6,-4,230.1,15.1,0.6,-4,230.1,14.3,12994,3,7,3,211,30,12994,2
699,29.0833333333321,14.4,0.3,-3,226.5,14.4,0.3,-3,226.5,14.6,12994,4,7,3,211,30,12994,3
700,29.125,14,0.3,-2,245.7,14,0.3,-2,245.7,14.6,12994,5,7,3,211,30,12994,4
701,29.1666666666661,14,0.4,21,236.2,14,0.4,21,236.2,16.5,12994,6,7,3,211,30,12994,5
702,29.2083333333321,15.5,0.3,88,230.1,15.5,0.3,88,230.1,20.2,12994,7,7,3,211,30,12994,6
703,29.25,18.4,0.4,214,247.2,18.4,0.4,214,247.2,23,12994,8,7,3,211,30,12994,7
704,29.2916666666661,21.5,0.8,352,265.1,21.5,0.8,352,265.1,25.5,12994,9,7,3,211,30,12994,8
705,29.3333333333321,24.2,0.8,492,281.9,24.2,0.8,492,281.9,27.2,12994,10,7,3,211,30,12994,9
706,29.375,26,1.1,622,280.1,26,1.1,622,280.1,28,12994,11,7,3,211,30,12994,10
707,29.4166666666661,27,1.6,715,286.1,27,1.6,715,286.1,28.6,12994,12,7,3,211,30,12994,11
708,29.4583333333321,27.8,2.3,775,261.6,27.8,2.3,775,261.6,28.8,12994,13,7,3,211,30,12994,12
709,29.5,28.1,2.7,784,253.1,28.1,2.7,784,253.1,29.1,12994,14,7,3,211,30,12994,13
710,29.5416666666661,28.4,2.3,752,246.9,28.4,2.3,752,246.9,29.4,12994,15,7,3,211,30,12994,14
711,29.5833333333321,28.6,2.1,685,240.8,28.6,2.1,685,240.8,29.1,12994,16,7,3,211,30,12994,15
712,29.625,28.3,2.7,570,251,28.3,2.7,570,251,28.8,12994,17,7,3,211,30,12994,16
713,29.6666666666661,27.8,2.4,438,252.9,27.8,2.4,438,252.9,28.3,12994,18,7,3,211,30,12994,17
714,29.7083333333321,27,2.4,304,262.5,27,2.4,304,262.5,26.9,12994,19,7,3,211,30,12994,18
715,29.75,25.3,1.9,165,252.8,25.3,1.9,165,252.8,24.1,12994,20,7,3,211,30,12994,19
716,29.7916666666661,22.7,1.4,54,252.4,22.7,1.4,54,252.4,21.6,12994,21,7,3,211,30,12994,20
717,29.8333333333321,20.6,0.5,0,251.2,20.6,0.5,0,251.2,19.6,12994,22,7,3,211,30,12994,21
718,29.875,18.2,0.5,-5,231.6,18.2,0.5,-5,231.6,18.8,12994,23,7,3,211,30,12994,22
719,29.9166666666661,16.4,0.3,-4,220.3,16.4,0.3,-4,220.3,18.5,12995,0,1,1,212,31,12994,23
720,29.9583333333321,16.3,0.5,-2,225.2,16.3,0.5,-2,225.2,18.2,12995,1,1,1,212,31,12995,0
721,30,15.4,0.3,-2,220.1,15.4,0.3,-2,220.1,18.2,12995,2,1,1,212,31,12995,1
722,30.0416666666661,15.3,0.3,-1,217.3,15.3,0.3,-1,217.3,17.9,12995,3,1,1,212,31,12995,2
723,30.0833333333321,14.9,0.5,-2,219.2,14.9,0.5,-2,219.2,16.8,12995,4,1,1,212,31,12995,3
724,30.125,14.4,0.3,-2,246.5,14.4,0.3,-2,246.5,16.8,12995,5,1,1,212,31,12995,4
725,30.1666666666661,14.3,0.6,12,261,14.3,0.6,12,261,19.6,12995,6,1,1,212,31,12995,5
726,30.2083333333321,15.8,0.4,79,275.6,15.8,0.4,79,275.6,23.3,12995,7,1,1,212,31,12995,6
727,30.25,18.8,0.7,195,266.8,18.8,0.7,195,266.8,24.9,12995,8,1,1,212,31,12995,7
728,30.2916666666661,22.1,1.3,344,266.9,22.1,1.3,344,266.9,26.9,12995,9,1,1,212,31,12995,8
729,30.3333333333321,24.3,1.9,478,264.5,24.3,1.9,478,264.5,27.7,12995,10,1,1,212,31,12995,9
730,30.375,26.1,1.8,542,259.2,26.1,1.8,542,259.2,28.6,12995,11,1,1,212,31,12995,10
731,30.4166666666661,26.9,1.7,649,260.5,26.9,1.7,649,260.5,28.8,12995,12,1,1,212,31,12995,11
732,30.4583333333321,27.7,2.4,703,250,27.7,2.4,703,250,28.8,12995,13,1,1,212,31,12995,12
733,30.5,27.8,2.3,687,240.6,27.8,2.3,687,240.6,29.4,12995,14,1,1,212,31,12995,13
734,30.5416666666661,28.6,2.2,732,241.7,28.6,2.2,732,241.7,29.1,12995,15,1,1,212,31,12995,14
735,30.5833333333321,28.2,3.2,651,244,28.2,3.2,651,244,27.7,12995,16,1,1,212,31,12995,15
736,30.625,26.3,3.6,537,256,26.3,3.6,537,256,26.6,12995,17,1,1,212,31,12995,16
737,30.6666666666661,25,4,411,264.3,25,4,411,264.3,25.2,12995,18,1,1,212,31,12995,17
738,30.7083333333321,24.1,3.3,284,260,24.1,3.3,284,260,23.8,12995,19,1,1,212,31,12995,18
739,30.75,22.5,2.1,68,249.1,22.5,2.1,68,249.1,23.3,12995,20,1,1,212,31,12995,19
740,30.7916666666661,22.3,1.3,29,246.3,22.3,1.3,29,246.3,22.4,12995,21,1,1,212,31,12995,20
741,30.8333333333321,21.3,1.4,1,242.6,21.3,1.4,1,242.6,20.5,12995,22,1,1,212,31,12995,21
742,30.875,19.9,1,-3,229.2,19.9,1,-3,229.2,19.6,12995,23,1,1,212,31,12995,22
743,30.9166666666661,19.2,1.1,-3,205.2,19.2,1.1,-3,205.2,19.3,12996,0,2,1,213,31,12995,23
744,30.9583333333321,19.2,1.3,-3,206.4,19.2,1.3,-3,206.4,18.8,12996,1,2,1,213,31,12996,0
745,31,18.8,1.5,-3,204.7,18.8,1.5,-3,204.7,18.5,12996,2,2,1,213,31,12996,1
746,31.0416666666661,18.3,1.4,-3,210.9,18.3,1.4,-3,210.9,17.7,12996,3,2,1,213,31,12996,2
747,31.0833333333321,17.7,1.3,-3,211.7,17.7,1.3,-3,211.7,17.4,12996,4,2,1,213,31,12996,3
748,31.125,17,1.2,-3,237.8,17,1.2,-3,237.8,16.5,12996,5,2,1,213,31,12996,4
749,31.1666666666661,15.8,0.7,12,263.3,15.8,0.7,12,263.3,19.3,12996,6,2,1,213,31,12996,5
750,31.2083333333321,16.1,1.2,86,265.8,16.1,1.2,86,265.8,21.6,12996,7,2,1,213,31,12996,6
751,31.25,18.7,1.6,207,245.9,18.7,1.6,207,245.9,23.5,12996,8,2,1,213,31,12996,7
752,31.2916666666661,21.3,2.2,361,246.2,21.3,2.2,361,246.2,25.2,12996,9,2,1,213,31,12996,8
753,31.3333333333321,23.1,2.6,513,244.5,23.1,2.6,513,244.5,26.3,12996,10,2,1,213,31,12996,9
754,31.375,23.9,2.7,654,251.9,23.9,2.7,654,251.9,27.2,12996,11,2,1,213,31,12996,10
755,31.4166666666661,24.5,3,690,253.3,24.5,3,690,253.3,27.5,12996,12,2,1,213,31,12996,11
756,31.4583333333321,25.5,2.6,702,249.6,25.5,2.6,702,249.6,28,12996,13,2,1,213,31,12996,12
757,31.5,26.2,2.7,634,238.4,26.2,2.7,634,238.4,28.3,12996,14,2,1,213,31,12996,13
758,31.5416666666661,26.6,2.5,518,236.2,26.6,2.5,518,236.2,28.6,12996,15,2,1,213,31,12996,14
759,31.5833333333321,27.3,2.6,655,245,27.3,2.6,655,245,28.6,12996,16,2,1,213,31,12996,15
760,31.625,27.3,2.3,563,249.2,27.3,2.3,563,249.2,28.3,12996,17,2,1,213,31,12996,16
761,31.6666666666661,27.3,2,370,267.2,27.3,2,370,267.2,28,12996,18,2,1,213,31,12996,17
762,31.7083333333321,25.8,2.3,242,254.5,25.8,2.3,242,254.5,27.5,12996,19,2,1,213,31,12996,18
763,31.75,25.3,2.9,167,251.9,25.3,2.9,167,251.9,26.3,12996,20,2,1,213,31,12996,19
764,31.7916666666661,23.6,2.4,45,245.5,23.6,2.4,45,245.5,24.4,12996,21,2,1,213,31,12996,20
765,31.8333333333321,20.8,1.6,0,238.3,20.8,1.6,0,238.3,22.7,12996,22,2,1,213,31,12996,21
766,31.875,19.3,1.5,-3,224.3,19.3,1.5,-3,224.3,21.9,12996,23,2,1,213,31,12996,22
767,31.9166666666661,17.7,1.2,-3,223.5,17.7,1.2,-3,223.5,21.3,12997,0,3,1,214,31,12996,23
768,31.9583333333321,17.4,0.8,-2,209.6,17.4,0.8,-2,209.6,20.5,12997,1,3,1,214,31,12997,0
769,32,16.6,0.8,-3,202.3,16.6,0.8,-3,202.3,20.2,12997,2,3,1,214,31,12997,1
770,32.0416666666661,16.8,1.5,-2,205.5,16.8,1.5,-2,205.5,19.6,12997,3,3,1,214,31,12997,2
771,32.0833333333321,15.9,0.7,-3,210.4,15.9,0.7,-3,210.4,17.9,12997,4,3,1,214,31,12997,3
772,32.125,14.5,0.4,-3,245.4,14.5,0.4,-3,245.4,17.9,12997,5,3,1,214,31,12997,4
773,32.1666666666661,14.2,0.5,10,260.4,14.2,0.5,10,260.4,19.3,12997,6,3,1,214,31,12997,5
774,32.2083333333321,15.1,0.3,72,265.1,15.1,0.3,72,265.1,21.3,12997,7,3,1,214,31,12997,6
775,32.25,18.4,0.6,189,254.8,18.4,0.6,189,254.8,23,12997,8,3,1,214,31,12997,7
776,32.2916666666661,21.3,1.7,346,237.4,21.3,1.7,346,237.4,24.7,12997,9,3,1,214,31,12997,8
777,32.3333333333321,22.9,1.8,484,238.6,22.9,1.8,484,238.6,25.8,12997,10,3,1,214,31,12997,9
778,32.375,24.1,1.8,608,233.9,24.1,1.8,608,233.9,27.2,12997,11,3,1,214,31,12997,10
779,32.4166666666661,25.4,1.6,706,249.9,25.4,1.6,706,249.9,28.3,12997,12,3,1,214,31,12997,11
780,32.4583333333321,26.6,1.6,762,250.3,26.6,1.6,762,250.3,28.8,12997,13,3,1,214,31,12997,12
781,32.5,27.6,2.7,774,240.6,27.6,2.7,774,240.6,28.6,12997,14,3,1,214,31,12997,13
782,32.5416666666661,27.4,2.4,614,233.1,27.4,2.4,614,233.1,27.7,12997,15,3,1,214,31,12997,14
783,32.5833333333321,27,1.8,297,246.1,27,1.8,297,246.1,27.7,12997,16,3,1,214,31,12997,15
784,32.625,26.7,1.5,236,250.7,26.7,1.5,236,250.7,29.4,12997,17,3,1,214,31,12997,16
785,32.6666666666661,27.3,2.7,333,246.9,27.3,2.7,333,246.9,28.8,12997,18,3,1,214,31,12997,17
786,32.7083333333321,27,3.1,286,250.9,27,3.1,286,250.9,28,12997,19,3,1,214,31,12997,18
787,32.75,26,2.1,153,246.3,26,2.1,153,246.3,26.1,12997,20,3,1,214,31,12997,19
788,32.7916666666661,24.2,1,39,240,24.2,1,39,240,24.1,12997,21,3,1,214,31,12997,20
789,32.8333333333321,20.6,0.3,-5,237.7,20.6,0.3,-5,237.7,21.3,12997,22,3,1,214,31,12997,21
790,32.875,18.1,0.3,-5,218.3,18.1,0.3,-5,218.3,21.6,12997,23,3,1,214,31,12997,22
791,32.9166666666661,17.4,1,-2,215.9,17.4,1,-2,215.9,19.6,12998,0,4,1,215,31,12997,23
792,32.9583333333321,17,0.5,-4,219.9,17,0.5,-4,219.9,19.6,12998,1,4,1,215,31,12998,0
793,33,16.2,0.6,-2,209.9,16.2,0.6,-2,209.9,19.3,12998,2,4,1,215,31,12998,1
794,33.0416666666661,16.8,0.8,-2,215.3,16.8,0.8,-2,215.3,20.5,12998,3,4,1,215,31,12998,2
795,33.0833333333321,16.6,1.2,-3,218.2,16.6,1.2,-3,218.2,20.2,12998,4,4,1,215,31,12998,3
796,33.125,16.1,1.1,-2,231.8,16.1,1.1,-2,231.8,20.2,12998,5,4,1,215,31,12998,4
797,33.1666666666661,16.3,1.2,8,256.3,16.3,1.2,8,256.3,19.6,12998,6,4,1,215,31,12998,5
798,33.2083333333321,16.4,1.5,65,266.2,16.4,1.5,65,266.2,20.5,12998,7,4,1,215,31,12998,6
799,33.25,17.7,1.8,182,260.2,17.7,1.8,182,260.2,22.1,12998,8,4,1,215,31,12998,7
800,33.2916666666661,19.5,2.5,351,249.4,19.5,2.5,351,249.4,23.3,12998,9,4,1,215,31,12998,8
801,33.3333333333321,20.9,3,454,268.9,20.9,3,454,268.9,24.7,12998,10,4,1,215,31,12998,9
802,33.375,22.3,2.6,579,254.7,22.3,2.6,579,254.7,25.8,12998,11,4,1,215,31,12998,10
803,33.4166666666661,23.7,3.2,699,253.7,23.7,3.2,699,253.7,26.6,12998,12,4,1,215,31,12998,11
804,33.4583333333321,24.7,3.4,754,247.3,24.7,3.4,754,247.3,26.6,12998,13,4,1,215,31,12998,12
